110145,09/14/2020,,Zambia,2021-04-02 15:13:53,13720.0,320.0,12380.0
242697,03/08/2021,Adygea Republic,Russia,2021-04-02 15:13:53,13879.0,154.0,12380.0
216599,02/02/2021,,Ethiopia,2021-04-02 15:13:53,138861.0,2116.0,123806.0
102417,09/03/2020,Sindh,Pakistan,2021-04-02 15:13:53,130041.0,2420.0,123807.0
223589,02/11/2021,,Venezuela,2021-04-02 15:13:53,131828.0,1260.0,123811.0
238326,03/02/2021,Jammu and Kashmir,India,2021-04-02 15:13:53,126589.0,1958.0,123811.0
178376,12/13/2020,Vologda Oblast,Russia,2021-04-02 15:13:53,16885.0,281.0,12382.0
177575,12/12/2020,Udmurt Republic,Russia,2021-04-02 15:13:53,15628.0,327.0,12383.0
227294,02/16/2021,,Eswatini,2021-04-02 15:13:53,16606.0,634.0,12383.0
258060,03/28/2021,Casanare,Colombia,2021-04-02 15:13:53,12985.0,299.0,12383.0
9585,03/28/2020,,Italy,3/8/20 5:31,92472.0,10023.0,12384.0
25045,05/14/2020,Veneto,Italy,2021-04-02 15:13:53,18845.0,1743.0,12384.0
89714,08/17/2020,Rostov Oblast,Russia,2021-04-02 15:13:53,15123.0,288.0,12384.0
265314,04/06/2021,Sevastopol*,Ukraine,2021-04-07 04:20:53,13431.0,572.0,12384.0
280428,04/26/2021,Mari El Republic,Russia,2021-04-27 04:20:52,12999.0,228.0,12384.0
36941,06/07/2020,,India,2021-04-02 15:13:53,257486.0,7207.0,123848.0
64453,07/14/2020,Tabasco,Mexico,2021-04-02 15:13:53,15529.0,1455.0,12385.0
259355,03/30/2021,,Burkina Faso,2021-04-02 15:13:53,12717.0,146.0,12385.0
260119,03/31/2021,,Burkina Faso,2021-04-02 15:13:53,12717.0,146.0,12385.0
249220,03/16/2021,Puglia,Italy,2021-04-02 15:13:53,167399.0,4333.0,123852.0
276056,04/20/2021,Tokyo,Japan,2021-04-21 04:21:14,131267.0,1836.0,123856.0
58812,07/07/2020,,Philippines,2021-04-02 15:13:53,47873.0,1309.0,12386.0
240634,03/05/2021,Kamchatka Krai,Russia,2021-04-02 15:13:53,13658.0,127.0,12386.0
221051,02/07/2021,Toscana,Italy,2021-04-02 15:13:53,138618.0,4318.0,123860.0
239090,03/03/2021,Jammu and Kashmir,India,2021-04-02 15:13:53,126693.0,1958.0,123860.0
143387,10/28/2020,Punjab,India,2021-04-02 15:13:53,132263.0,4158.0,123866.0
219473,02/05/2021,Sergipe,Brazil,2021-04-02 15:13:53,140005.0,2818.0,123868.0
220237,02/06/2021,Sergipe,Brazil,2021-04-02 15:13:53,140005.0,2818.0,123868.0
221001,02/07/2021,Sergipe,Brazil,2021-04-02 15:13:53,140623.0,2827.0,123868.0
221765,02/08/2021,Sergipe,Brazil,2021-04-02 15:13:53,140623.0,2827.0,123868.0
155980,11/14/2020,Krasnodar Krai,Russia,2021-04-02 15:13:53,19390.0,501.0,12387.0
179017,12/14/2020,Sachsen-Anhalt,Germany,2021-04-02 15:13:53,19016.0,290.0,12387.0
186674,12/24/2020,Smolensk Oblast,Russia,2021-04-02 15:13:53,15921.0,318.0,12387.0
195331,01/05/2021,,Uganda,2021-04-02 15:13:53,36407.0,290.0,12387.0
207045,01/20/2021,Kurgan Oblast,Russia,2021-04-02 15:13:53,14147.0,202.0,12387.0
99874,08/31/2020,Goias,Brazil,2021-04-02 15:13:53,132506.0,3094.0,123876.0
158254,11/17/2020,Khmelnytskyi Oblast,Ukraine,2021-04-02 15:13:53,23547.0,366.0,12388.0
72727,07/26/2020,,Bangladesh,2021-04-02 15:13:53,223453.0,2928.0,123882.0
189283,12/28/2020,Astrakhan Oblast,Russia,2021-04-02 15:13:53,18481.0,373.0,12389.0
219979,02/06/2021,Ingushetia Republic,Russia,2021-04-02 15:13:53,14169.0,162.0,12389.0
243886,03/09/2021,Reunion,France,2021-04-02 15:13:53,13125.0,59.0,12389.0
244650,03/10/2021,Reunion,France,2021-04-02 15:13:53,13125.0,59.0,12389.0
245414,03/11/2021,Reunion,France,2021-04-02 15:13:53,13801.0,71.0,12389.0
246178,03/12/2021,Reunion,France,2021-04-02 15:13:53,13801.0,71.0,12389.0
246942,03/13/2021,Reunion,France,2021-04-02 15:13:53,13801.0,71.0,12389.0
247706,03/14/2021,Reunion,France,2021-04-02 15:13:53,13801.0,71.0,12389.0
248470,03/15/2021,Reunion,France,2021-04-02 15:13:53,13801.0,71.0,12389.0
249234,03/16/2021,Reunion,France,2021-04-02 15:13:53,13801.0,71.0,12389.0
249998,03/17/2021,Reunion,France,2021-04-02 15:13:53,14631.0,87.0,12389.0
250762,03/18/2021,Reunion,France,2021-04-02 15:13:53,14631.0,87.0,12389.0
251526,03/19/2021,Reunion,France,2021-04-02 15:13:53,14631.0,87.0,12389.0
126507,10/06/2020,,Qatar,2021-04-02 15:13:53,126943.0,216.0,123893.0
187611,12/26/2020,,Guatemala,2021-04-02 15:13:53,135171.0,4763.0,123893.0
3444,03/05/2020,Henan,Mainland China,2020-03-05T01:48:26,1272.0,22.0,1239.0
14952,04/13/2020,Zhejiang,Mainland China,2020-04-13 23:15:42,1267.0,1.0,1239.0
17297,04/21/2020,,Japan,2020-04-21 23:39:09,11135.0,263.0,1239.0
33761,06/02/2020,Chihuahua,Mexico,2021-04-02 15:13:53,1696.0,340.0,1239.0
52274,06/28/2020,Adygea Republic,Russia,2021-04-02 15:13:53,1795.0,12.0,1239.0
80043,08/04/2020,Sardegna,Italy,2021-04-02 15:13:53,1418.0,134.0,1239.0
137102,10/20/2020,Chernihiv Oblast,Ukraine,2021-04-02 15:13:53,6980.0,87.0,1239.0
137849,10/21/2020,Chernihiv Oblast,Ukraine,2021-04-02 15:13:53,7164.0,87.0,1239.0
173184,12/07/2020,,Niger,2021-04-02 15:13:53,1894.0,78.0,1239.0
173946,12/08/2020,,Niger,2021-04-02 15:13:53,1987.0,79.0,1239.0
197288,01/07/2021,Queensland,Australia,2021-04-02 15:13:53,1274.0,6.0,1239.0
237725,03/01/2021,Oita,Japan,2021-04-02 15:13:53,1293.0,21.0,1239.0
272933,04/16/2021,Saga,Japan,2021-04-17 04:20:40,1322.0,14.0,1239.0
19620,04/28/2020,,Spain,2020-04-29 02:32:29,232128.0,23822.0,123903.0
9896,03/29/2020,,Iran,3/8/20 5:31,38309.0,2640.0,12391.0
172564,12/06/2020,Caqueta,Colombia,2021-04-02 15:13:53,13694.0,485.0,12391.0
146372,11/01/2020,Primorsky Krai,Russia,2021-04-02 15:13:53,15567.0,156.0,12392.0
186128,12/24/2020,,Moldova,2021-04-02 15:13:53,139435.0,2848.0,123924.0
