171186,12/04/2020,Kaluga Oblast,Russia,2021-04-02 15:13:53,16586.0,118.0,15032.0
193549,01/02/2021,Tarapaca,Chile,2021-04-02 15:13:53,16006.0,289.0,15032.0
154605,11/12/2020,Pernambuco,Brazil,2021-04-02 15:13:53,168880.0,8794.0,150329.0
202883,01/15/2021,,Kuwait,2021-04-02 15:13:53,156964.0,947.0,150329.0
149530,11/05/2020,Yamalo-Nenets Autonomous Okrug,Russia,2021-04-02 15:13:53,21480.0,153.0,15033.0
215817,02/01/2021,,Congo (Kinshasa),2021-04-02 15:13:53,22842.0,673.0,15033.0
243410,03/09/2021,,Poland,2021-04-02 15:13:53,1811036.0,45599.0,1503353.0
163576,11/24/2020,Khabarovsk Krai,Russia,2021-04-02 15:13:53,22587.0,154.0,15034.0
198618,01/09/2021,Kabardino-Balkarian Republic,Russia,2021-04-02 15:13:53,16718.0,279.0,15034.0
77107,07/31/2020,Tocantins,Brazil,2021-04-02 15:13:53,24824.0,381.0,15035.0
138034,10/21/2020,Magdalena,Colombia,2021-04-02 15:13:53,16581.0,876.0,15035.0
166010,11/27/2020,Osaka,Japan,2021-04-02 15:13:53,19168.0,270.0,15035.0
55038,07/02/2020,,Armenia,2021-04-02 15:13:53,26658.0,459.0,15036.0
126847,10/06/2020,Maule,Chile,2021-04-02 15:13:53,16539.0,348.0,15036.0
141062,10/25/2020,Murmansk Oblast,Russia,2021-04-02 15:13:53,18691.0,276.0,15036.0
162612,11/23/2020,Arunachal Pradesh,India,2021-04-02 15:13:53,16092.0,49.0,15036.0
281631,04/28/2021,,South Africa,2021-04-29 04:20:55,1578450.0,54285.0,1503611.0
28333,05/23/2020,,Austria,2021-04-02 15:13:53,16486.0,639.0,15037.0
123122,10/01/2020,Meta,Colombia,2021-04-02 15:13:53,16320.0,424.0,15037.0
202061,01/14/2021,,Bulgaria,2021-04-02 15:13:53,210951.0,8396.0,150370.0
262553,04/03/2021,,Venezuela,2021-04-04 04:20:49,164337.0,1647.0,150374.0
263317,04/04/2021,,Venezuela,2021-04-05 04:20:35,166123.0,1662.0,150374.0
26943,05/19/2020,Unknown,Spain,2021-04-02 15:13:53,0.0,0.0,150376.0
27394,05/20/2020,Unknown,Spain,2021-04-02 15:13:53,0.0,0.0,150376.0
27849,05/21/2020,Unknown,Spain,2021-04-02 15:13:53,0.0,0.0,150376.0
28304,05/22/2020,Unknown,Spain,2021-04-02 15:13:53,0.0,0.0,150376.0
28759,05/23/2020,Unknown,Spain,2021-04-02 15:13:53,0.0,0.0,150376.0
29214,05/24/2020,Unknown,Spain,2021-04-02 15:13:53,0.0,0.0,150376.0
29669,05/25/2020,Unknown,Spain,2021-04-02 15:13:53,0.0,0.0,150376.0
135926,10/18/2020,Rajasthan,India,2021-04-02 15:13:53,173266.0,1748.0,150379.0
83061,08/08/2020,Tamaulipas,Mexico,2021-04-02 15:13:53,17903.0,1286.0,15038.0
137003,10/20/2020,,Zambia,2021-04-02 15:13:53,15982.0,346.0,15038.0
94407,08/24/2020,,Iraq,2021-04-02 15:13:53,207985.0,6519.0,150389.0
189343,12/28/2020,Chernihiv Oblast,Ukraine,2021-04-02 15:13:53,29212.0,410.0,15039.0
239518,03/04/2021,,Eswatini,2021-04-02 15:13:53,17129.0,654.0,15039.0
54047,06/30/2020,Moscow,Russia,2021-04-02 15:13:53,221598.0,3796.0,150397.0
140839,10/25/2020,Chhattisgarh,India,2021-04-02 15:13:53,175959.0,1818.0,150398.0
32313,05/31/2020,,Djibouti,2021-04-02 15:13:53,3354.0,24.0,1504.0
38097,06/08/2020,Quintana Roo,Mexico,2021-04-02 15:13:53,2197.0,422.0,1504.0
38993,06/10/2020,,Guatemala,2021-04-02 15:13:53,8221.0,316.0,1504.0
39706,06/11/2020,,El Salvador,2021-04-02 15:13:53,3373.0,68.0,1504.0
45315,06/18/2020,Omsk Oblast,Russia,2021-04-02 15:13:53,2624.0,24.0,1504.0
66667,07/17/2020,Ternopil Oblast,Ukraine,2021-04-02 15:13:53,2358.0,34.0,1504.0
81663,08/06/2020,Zhytomyr Oblast,Ukraine,2021-04-02 15:13:53,2036.0,40.0,1504.0
96725,08/27/2020,,Tunisia,2021-04-02 15:13:53,3323.0,73.0,1504.0
97556,08/28/2020,Caldas,Colombia,2021-04-02 15:13:53,2707.0,43.0,1504.0
122217,09/30/2020,French Polynesia,France,2021-04-02 15:13:53,1852.0,7.0,1504.0
122963,10/01/2020,French Polynesia,France,2021-04-02 15:13:53,1852.0,7.0,1504.0
166244,11/28/2020,,Chad,2021-04-02 15:13:53,1663.0,101.0,1504.0
194736,01/04/2021,Gibraltar,UK,2021-04-02 15:13:53,2513.0,8.0,1504.0
222673,02/10/2021,,Barbados,2021-04-02 15:13:53,1857.0,20.0,1504.0
226072,02/14/2021,Heilongjiang,Mainland China,2021-04-02 15:13:53,1609.0,13.0,1504.0
249529,03/17/2021,,Saint Vincent and the Grenadines,2021-04-02 15:13:53,1681.0,9.0,1504.0
272079,04/15/2021,Niigata,Japan,2021-04-16 04:20:46,1844.0,17.0,1504.0
164350,11/25/2020,Komi Republic,Russia,2021-04-02 15:13:53,19902.0,327.0,15040.0
241786,03/07/2021,,Cabo Verde,2021-04-02 15:13:53,15782.0,154.0,15040.0
116675,09/22/2020,Yucatan,Mexico,2021-04-02 15:13:53,17479.0,1519.0,15041.0
166484,11/28/2020,Chernivtsi Oblast,Ukraine,2021-04-02 15:13:53,33291.0,629.0,15042.0
253265,03/22/2021,,Egypt,2021-04-02 15:13:53,196061.0,11637.0,150424.0
259211,03/29/2021,Sicilia,Italy,2021-04-02 15:13:53,172450.0,4607.0,150426.0
259975,03/30/2021,Sicilia,Italy,2021-04-02 15:13:53,172450.0,4607.0,150426.0
206258,01/19/2021,Karachay-Cherkess Republic,Russia,2021-04-02 15:13:53,16691.0,48.0,15043.0
198230,01/09/2021,,Argentina,2021-04-02 15:13:53,1714409.0,44417.0,1504330.0
83915,08/10/2020,,Bangladesh,2021-04-02 15:13:53,260507.0,3438.0,150437.0
209690,01/24/2021,,Bolivia,2021-04-02 15:13:53,201037.0,9985.0,150439.0
96946,08/27/2020,Jalisco,Mexico,2021-04-02 15:13:53,19231.0,2349.0,15044.0
175617,12/10/2020,Cauca,Colombia,2021-04-02 15:13:53,16549.0,459.0,15044.0
282395,04/29/2021,,South Africa,2021-04-30 04:21:03,1579536.0,54331.0,1504426.0
182824,12/19/2020,Ryazan Oblast,Russia,2021-04-02 15:13:53,16499.0,126.0,15045.0
185953,12/23/2020,Tver Oblast,Russia,2021-04-02 15:13:53,20370.0,435.0,15045.0
194820,01/04/2021,Khakassia Republic,Russia,2021-04-02 15:13:53,17988.0,279.0,15045.0
228504,02/17/2021,Mordovia Republic,Russia,2021-04-02 15:13:53,17207.0,151.0,15045.0
276159,04/21/2021,,Bosnia and Herzegovina,2021-04-22 04:20:53,193115.0,8082.0,150458.0
176177,12/11/2020,,Georgia,2021-04-02 15:13:53,183099.0,1694.0,150461.0
258682,03/29/2021,,Nigeria,2021-04-02 15:13:53,162641.0,2049.0,150466.0
208244,01/22/2021,,Mauritania,2021-04-02 15:13:53,16322.0,413.0,15047.0
264768,04/06/2021,,Libya,2021-04-07 04:20:53,164318.0,2765.0,150478.0
81149,08/06/2020,Bolivar,Colombia,2021-04-02 15:13:53,19657.0,612.0,15048.0
252989,03/21/2021,North Ossetia - Alania Republic,Russia,2021-04-02 15:13:53,16176.0,157.0,15048.0
209193,01/23/2021,Coquimbo,Chile,2021-04-02 15:13:53,16013.0,326.0,15049.0
238864,03/03/2021,,Uganda,2021-04-02 15:13:53,40408.0,334.0,15049.0
26239,05/18/2020,,Cuba,2021-04-02 15:13:53,1881.0,79.0,1505.0
37218,06/07/2020,Ingushetia Republic,Russia,2021-04-02 15:13:53,2342.0,61.0,1505.0
38462,06/09/2020,Bashkortostan Republic,Russia,2021-04-02 15:13:53,4113.0,18.0,1505.0
