Month_As_Number,Year,Country,Confirmed,Deaths,Recovered
2,2020,Taiwan,10,0,0
2,2020,Taiwan,10,0,0
2,2020,Taiwan,10,0,0
3,2020,Taiwan,322,5,39
4,2020,Taiwan,429,6,311
4,2021,Taiwan,1121,12,1051
4,2021,Tajikistan,13308,90,13218
3,2020,Tanzania,19,1,1
