Month_As_Number,Year,Country,Confirmed,Deaths,Recovered
4,2020,Bhutan,7,0,5
4,2021,Bhutan,1066,1,961
3,2020,Bolivia,107,6,0
4,2020,Bolivia,1110,59,117
4,2021,Bolivia,301831,12920,249103
3,2020,Bosnia and Herzegovina,420,13,17
4,2020,Bosnia and Herzegovina,1677,65,710
4,2021,Bosnia and Herzegovina,197866,8512,158641
