Month_As_Number,Year,Country,Confirmed,Deaths,Recovered
3,2020,Latvia,398,0,1
4,2020,Latvia,849,15,348
4,2021,Latvia,117795,2125,107069
3,2020,Lebanon,470,12,37
4,2020,Lebanon,721,24,150
4,2021,Lebanon,525577,7249,457758
4,2021,Lesotho,10731,316,6267
3,2020,Liberia,3,0,0
