Month_As_Number,Year,Country,Confirmed,Deaths,Recovered
4,2020,Antigua and Barbuda,24,3,11
4,2021,Antigua and Barbuda,1232,32,1014
3,2020,Argentina,1054,27,240
4,2020,Argentina,4285,214,1192
4,2021,Argentina,2954943,63508,2608077
3,2020,Armenia,532,3,30
4,2020,Armenia,1932,30,900
4,2021,Armenia,215528,4087,197171
