Month_As_Number,Year,Country,Confirmed,Deaths,Recovered
3,2020,Japan,1953,56,424
4,2020,Japan,13895,413,2368
4,2021,Japan,33191,619,28896
4,2021,Japan,452,9,359
4,2021,Japan,1553,22,1264
4,2021,Japan,32961,621,31067
4,2021,Japan,2314,37,1873
4,2021,Japan,873,33,683
4,2021,Japan,23138,355,19612
4,2021,Japan,3324,120,2819
4,2021,Japan,5725,127,5233
4,2021,Japan,5938,104,5399
4,2021,Japan,5917,107,5356
4,2021,Japan,23976,856,21371
4,2021,Japan,31271,669,24664
4,2021,Japan,8106,133,7348
4,2021,Japan,2471,72,2069
4,2021,Japan,901,31,751
4,2021,Japan,1233,22,1030
4,2021,Japan,2090,30,1952
4,2021,Japan,53353,813,50399
4,2021,Japan,1027,19,941
4,2021,Japan,4113,79,3557
4,2021,Japan,12392,184,10560
4,2021,Japan,3712,81,3081
4,2021,Japan,8058,66,7385
4,2021,Japan,2193,21,2021
4,2021,Japan,3824,67,3437
4,2021,Japan,2057,41,1695
4,2021,Japan,6006,75,4933
4,2021,Japan,2275,21,1861
4,2021,Japan,1800,25,1349
4,2021,Japan,3872,41,2907
4,2021,Japan,12451,135,11079
4,2021,Japan,80120,1444,58664
4,2021,Japan,2691,3,2562
4,2021,Japan,1597,14,1356
4,2021,Japan,37703,745,34443
4,2021,Japan,3686,61,3102
4,2021,Japan,353,0,302
4,2021,Japan,6439,120,6009
4,2021,Japan,5349,72,5001
4,2021,Japan,1270,41,841
4,2021,Japan,138446,1873,129244
4,2021,Japan,373,2,293
4,2021,Japan,1309,29,1117
4,2021,Japan,8,0,8
4,2021,Japan,2138,25,1708
4,2021,Japan,1511,33,1256
4,2021,Japan,1824,44,1487
4,2021,Japan,1196,19,1060
