Month_As_Number,Year,Country,Confirmed,Deaths,Recovered
4,2021,South Africa,1579536,54331,1504426
1,2020,South Korea,4,0,0
1,2020,South Korea,11,0,0
3,2020,South Korea,9786,162,5408
4,2020,South Korea,10765,247,9059
4,2021,South Korea,122007,1828,111422
4,2020,South Sudan,34,0,0
4,2021,South Sudan,10567,114,10312
