Month_As_Number,Year,Country,Confirmed,Deaths,Recovered
4,2020,Costa Rica,713,6,323
4,2021,Costa Rica,248382,3217,202593
3,2020,Croatia,867,6,67
4,2020,Croatia,2062,67,1288
4,2021,Croatia,330176,7040,308258
3,2020,Cuba,186,6,8
4,2020,Cuba,1467,58,617
4,2021,Cuba,105661,632,99630
