Month_As_Number,Year,Country,Confirmed,Deaths,Recovered
3,2020,Lithuania,468,4,0
4,2020,Lithuania,1364,32,530
4,2021,Lithuania,245896,3916,221576
3,2020,Luxembourg,2178,23,80
4,2020,Luxembourg,3769,89,3134
4,2021,Luxembourg,67045,794,63448
3,2020,MS Zaandam,2,0,0
4,2020,MS Zaandam,9,2,0
