Month_As_Number,Year,Country,Confirmed,Deaths,Recovered
4,2020,Slovenia,1418,89,230
4,2021,Slovenia,239339,4243,225792
4,2021,Solomon Islands,20,0,20
3,2020,Somalia,5,0,1
4,2020,Somalia,582,28,20
4,2021,Somalia,13915,713,5847
3,2020,South Africa,1353,5,31
4,2020,South Africa,5350,103,2073
