Month_As_Number,Year,Country,Confirmed,Deaths,Recovered
4,2021,Vietnam,2910,35,2516
3,2020,West Bank and Gaza,119,1,18
4,2020,West Bank and Gaza,344,2,71
4,2021,West Bank and Gaza,295601,3231,271233
4,2020,Yemen,6,0,0
