Month_As_Number,Year,Country,Confirmed,Deaths,Recovered
3,2020,Mainland China,990,6,984
3,2020,Mainland China,580,8,418
3,2020,Mainland China,579,6,570
3,2020,Mainland China,343,1,295
3,2020,Mainland China,138,2,125
3,2020,Mainland China,1494,8,1356
3,2020,Mainland China,254,2,250
3,2020,Mainland China,146,2,144
3,2020,Mainland China,168,6,162
3,2020,Mainland China,321,6,310
3,2020,Mainland China,484,13,469
3,2020,Mainland China,1276,22,1251
3,2020,Mainland China,67801,3187,63153
3,2020,Mainland China,1018,4,1014
3,2020,Mainland China,107,1,74
3,2020,Mainland China,646,0,631
3,2020,Mainland China,937,1,935
3,2020,Mainland China,98,1,92
3,2020,Mainland China,139,2,124
3,2020,Mainland China,75,0,75
3,2020,Mainland China,18,0,18
3,2020,Mainland China,253,3,242
3,2020,Mainland China,774,7,753
3,2020,Mainland China,509,5,341
3,2020,Mainland China,136,0,133
3,2020,Mainland China,550,3,536
3,2020,Mainland China,174,3,135
3,2020,Mainland China,1,0,1
3,2020,Mainland China,0,0,0
3,2020,Mainland China,76,3,73
3,2020,Mainland China,182,2,172
3,2020,Mainland China,1257,1,1226
