Month_As_Number,Year,Country,Confirmed,Deaths,Recovered
3,2020,Congo (Kinshasa),98,8,2
4,2020,Congo (Kinshasa),491,30,59
4,2021,Congo (Kinshasa),29812,763,26206
3,2020,Costa Rica,347,2,4
