Month_As_Number,Year,Country,Confirmed,Deaths,Recovered
4,2021,Egypt,226531,13278,170008
3,2020,El Salvador,32,1,0
4,2020,El Salvador,377,9,106
4,2021,El Salvador,69198,2120,64876
3,2020,Equatorial Guinea,12,0,1
4,2020,Equatorial Guinea,315,1,9
4,2021,Equatorial Guinea,7694,112,7279
3,2020,Eritrea,15,0,0
