Month_As_Number,Year,Country,Confirmed,Deaths,Recovered
3,2020,Saudi Arabia,1563,10,165
4,2020,Saudi Arabia,21402,157,2953
4,2021,Saudi Arabia,416307,6946,399509
3,2020,Senegal,175,0,40
4,2020,Senegal,882,9,315
4,2021,Senegal,40295,1107,39021
3,2020,Serbia,900,16,0
4,2020,Serbia,6630,125,870
